arm,attempt_index,center,clipped,depth,eta,mode,o,qualified,raw,rep,scene,selected,stage,tau,valid,worst_res
menu_feedback,0,0.10000000000000001,0.92064167453796275,2,0.5,3,0,1,0.93047469416437556,1,ladybug-49,2,collapse-diagnostic,0.10000000000000001,1,0.42102602223455182
menu_feedback,1,0.025000000000000001,0.97735352090308358,15,0.12184083181747196,3,1,1,0.97735352090308358,1,ladybug-49,0,collapse-diagnostic,0.025000000000000001,1,0.11821982384163814
menu_feedback,2,6.2500000000000001e-05,0.17702308682744941,11,0.30964659982267934,3,2,1,0.17702308682744941,1,ladybug-49,4,collapse-diagnostic,6.2500000000000001e-05,1,0.26434488436748815
menu_feedback,3,0.00062500000000000012,0.85838742579365201,15,0.34523713546414225,3,3,1,0.85838742579365201,1,ladybug-49,0,collapse-diagnostic,0.00062500000000000012,1,0.33241916727183929
menu_feedback,4,6.2500000000000016e-07,0.0004283426127714175,4,0.5,3,4,1,0.0004283426127714175,1,ladybug-49,0,collapse-diagnostic,6.2500000000000016e-07,1,0.4904826929665399
menu_feedback,5,6.2500000000000022e-10,4.0724200518727285e-05,42,0.43252930219902486,3,5,1,4.0724200518727285e-05,1,ladybug-49,-1,collapse-diagnostic,6.2500000000000022e-10,1,0.3962591723149253
menu_feedback,6,6.250000000000003e-11,4.2844645626684541e-06,38,0.5,3,6,1,4.2844645626684541e-06,1,ladybug-49,-1,collapse-diagnostic,6.250000000000003e-11,1,0.49318905388805306
menu_feedback,7,6.2500000000000035e-12,5.9901683736584792e-07,42,0.5,3,7,1,5.9901683736584792e-07,1,ladybug-49,-1,collapse-diagnostic,6.2500000000000035e-12,1,0.4781213771677934
menu_feedback,8,6.2500000000000037e-13,7.8182256282837503e-08,42,0.5,3,8,1,7.8182256282837503e-08,1,ladybug-49,-1,collapse-diagnostic,6.2500000000000037e-13,1,0.47789566376374615
menu_feedback,9,1.0000000000000006e-11,5.2543207026730386e-07,81,0.5,3,9,1,3.3714856061157254e-06,1,ladybug-49,-1,collapse-diagnostic,1.0000000000000006e-11,1,0.47920119967531688
menu_feedback,10,1.0000000000000006e-12,4.8301768007653972e-08,47,0.5,3,10,1,1.3337379811770354e-07,1,ladybug-49,-1,collapse-diagnostic,1.0000000000000006e-12,1,0.48709564028666147
menu_feedback,11,1.6000000000000009e-11,2.1720882534379235e-07,46,0.5,3,11,1,2.0602628265617248e-06,1,ladybug-49,4,collapse-diagnostic,1.6000000000000009e-11,1,0.47553363653134373
menu_feedback,12,2.5600000000000014e-08,2.0661560779989062e-05,12,0.5,3,12,1,0.00015523784316843654,1,ladybug-49,4,collapse-diagnostic,2.5600000000000014e-08,1,0.47239354530063665
menu_feedback,0,0.10000000000000001,0.92064167453796286,2,0.5,3,0,1,0.93047469416437556,2,ladybug-49,2,collapse-diagnostic,0.10000000000000001,1,0.4210260222345511
menu_feedback,1,0.025000000000000001,0.97735352090308369,15,0.12184083181747314,3,1,1,0.97735352090308369,2,ladybug-49,0,collapse-diagnostic,0.025000000000000001,1,0.11821982384163808
menu_feedback,2,6.2500000000000001e-05,0.17702308682745105,11,0.30964659982268189,3,2,1,0.17702308682745105,2,ladybug-49,4,collapse-diagnostic,6.2500000000000001e-05,1,0.26434488436748077
menu_feedback,3,0.00062500000000000012,0.85838742579364802,15,0.34523713546410767,3,3,1,0.85838742579364802,2,ladybug-49,0,collapse-diagnostic,0.00062500000000000012,1,0.33241916727185444
menu_feedback,4,6.2500000000000016e-07,0.0004283426099874784,4,0.5,3,4,1,0.0004283426099874784,2,ladybug-49,0,collapse-diagnostic,6.2500000000000016e-07,1,0.4904826929666054
menu_feedback,5,6.2500000000000022e-10,4.0724234000756284e-05,42,0.43252930219913149,3,5,1,4.0724234000756284e-05,2,ladybug-49,-1,collapse-diagnostic,6.2500000000000022e-10,1,0.39625917231703056
menu_feedback,6,6.250000000000003e-11,4.284562585239976e-06,38,0.5,3,6,1,4.284562585239976e-06,2,ladybug-49,-1,collapse-diagnostic,6.250000000000003e-11,1,0.49318905146070974
menu_feedback,7,6.2500000000000035e-12,5.9866773444573429e-07,42,0.5,3,7,1,5.9866773444573429e-07,2,ladybug-49,-1,collapse-diagnostic,6.2500000000000035e-12,1,0.47812407512889632
menu_feedback,8,6.2500000000000037e-13,7.5334318570938872e-08,42,0.5,3,8,1,7.5334318570938872e-08,2,ladybug-49,-1,collapse-diagnostic,6.2500000000000037e-13,1,0.47794406295285352
menu_feedback,9,1.0000000000000006e-11,5.2567869411109727e-07,81,0.5,3,9,1,3.3703689401015151e-06,2,ladybug-49,-1,collapse-diagnostic,1.0000000000000006e-11,1,0.47909487169611542
menu_feedback,10,1.0000000000000006e-12,4.5539343602015487e-08,47,0.5,3,10,1,1.2926034667838452e-07,2,ladybug-49,-1,collapse-diagnostic,1.0000000000000006e-12,1,0.48609049585920877
menu_feedback,11,1.6000000000000009e-11,2.1601207339707805e-07,46,0.5,3,11,1,2.0606835246164049e-06,2,ladybug-49,-1,collapse-diagnostic,1.6000000000000009e-11,1,0.47555268466243439
menu_feedback,12,1.6000000000000011e-12,4.2598155344329463e-08,46,0.5,3,12,1,2.1857193611610009e-07,2,ladybug-49,-1,collapse-diagnostic,1.6000000000000011e-12,1,0.47219321755510152
menu_feedback,13,2.5600000000000017e-11,3.2201178671769365e-08,13,0.5,3,13,1,1.9560238393257715e-07,2,ladybug-49,4,collapse-diagnostic,2.5600000000000017e-11,1,0.48021592660406998
menu_feedback,0,0.10000000000000001,0.73680129838499009,1,0.5,3,0,1,0.74416931136883979,0,venice-52,0,collapse-diagnostic,0.10000000000000001,1,0.28213836064841413
menu_feedback,1,0.00025000000000000001,0.10407593323739665,10,0.1369731498800412,3,1,1,0.23150065167829548,0,venice-52,4,collapse-diagnostic,0.00025000000000000001,1,0.12462315897541505
menu_feedback,2,0.0062500000000000003,0.99287527309337198,128,0.039625070482900294,3,2,0,0.99888288022117777,0,venice-52,2,collapse-diagnostic,0.0062500000000000003,1,0.14235814638995911
menu_feedback,3,0.00062500000000000012,0.95188923194739339,128,0.065025484345429971,3,3,0,0.99451898621477897,0,venice-52,2,collapse-diagnostic,0.00062500000000000012,1,0.8697000283831996
menu_feedback,4,0.00015625000000000003,0.91938960190257801,128,0.5,3,4,0,0.98109816413815254,0,venice-52,3,collapse-diagnostic,0.00015625000000000003,1,0.86466198130428118
menu_feedback,5,0.00015625000000000003,0.93687165886247625,128,0.5,3,5,0,0.98394919364545508,0,venice-52,2,collapse-diagnostic,0.00015625000000000003,1,1.1743900241840004
menu_feedback,6,3.9062500000000008e-05,0.91014952534990046,128,0.5,3,6,0,0.942167578895864,0,venice-52,2,collapse-diagnostic,3.9062500000000008e-05,1,0.69119720059276279
menu_feedback,7,9.7656250000000019e-06,0.00043364694189499314,1,0.5,3,7,1,0.00043364694189499314,0,venice-52,-1,collapse-diagnostic,9.7656250000000019e-06,1,0.46871766633880863
menu_feedback,8,9.7656250000000023e-07,0.00036990647985317567,4,0.39470616830503319,3,8,1,0.00036990647985317567,0,venice-52,-1,collapse-diagnostic,9.7656250000000023e-07,1,0.38401014578401388
menu_feedback,9,9.7656250000000031e-08,1.3064140309927262e-05,2,0.5,3,9,1,1.3064140309927262e-05,0,venice-52,-1,collapse-diagnostic,9.7656250000000031e-08,1,0.48412221281253731
menu_feedback,10,9.7656250000000041e-09,0.0049070258994163085,128,0.42728059486249503,3,10,1,0.0049070258994163085,0,venice-52,-1,collapse-diagnostic,9.7656250000000041e-09,1,0.41623040235792402
menu_feedback,11,9.7656250000000037e-10,9.4525955963339125e-08,2,0.5,3,11,1,9.4525955963339125e-08,0,venice-52,-1,collapse-diagnostic,9.7656250000000037e-10,1,0.24457905593486948
menu_feedback,12,9.7656250000000047e-11,5.4448830256969313e-05,128,0.10781095734834896,3,12,0,5.4448830256969313e-05,0,venice-52,-1,collapse-diagnostic,9.7656250000000047e-11,1,0.28124704035524334
menu_feedback,13,9.7656250000000051e-12,5.6829094463011015e-08,4,0.5,3,13,1,5.6829094463011015e-08,0,venice-52,-1,collapse-diagnostic,9.7656250000000051e-12,1,0.41709624265349754
menu_feedback,14,9.7656250000000046e-13,5.5939720818064759e-07,128,0.5,3,14,0,5.5939720818064759e-07,0,venice-52,-1,collapse-diagnostic,9.7656250000000046e-13,1,0.52419345809069651
menu_feedback,15,9.7656250000000054e-14,2.7517388240582505e-08,1,0.5,3,15,1,2.7517388240582505e-08,0,venice-52,4,collapse-diagnostic,9.7656250000000054e-14,1,0.49395514414699238
menu_feedback,16,1.5625000000000009e-12,3.9064334453829102e-08,1,0.5,3,15,1,3.9064334453829102e-08,0,venice-52,4,collapse-diagnostic,1.5625000000000009e-12,1,0.49099341871197155
menu_feedback,17,2.5000000000000014e-11,3.4044167104435775e-08,1,0.5,3,15,1,3.4044167104435775e-08,0,venice-52,0,collapse-diagnostic,2.5000000000000014e-11,1,0.48144760454183722
menu_feedback,18,4.0000000000000022e-10,1.9547018581745417e-08,1,0.5,3,15,1,1.9547018581745417e-08,0,venice-52,2,collapse-diagnostic,4.0000000000000022e-10,1,0.48043525805087134
menu_feedback,19,6.4000000000000035e-09,0.00057221858321410688,128,0.44832739443310526,3,16,0,0.0057483407175712032,0,venice-52,4,collapse-diagnostic,6.4000000000000035e-09,1,0.88797324862430083
menu_feedback,20,6.4000000000000033e-07,0.056676345841382723,128,0.5,3,17,0,0.34038425562030455,0,venice-52,4,collapse-diagnostic,6.4000000000000033e-07,1,0.80742544563161878
menu_feedback,21,1.6000000000000009e-05,0.58061862545188847,128,0.5,3,18,0,0.92836843539739833,0,venice-52,4,collapse-diagnostic,1.6000000000000009e-05,1,0.82877485817750662
menu_feedback,22,0.00040000000000000024,0.97936956223730176,128,0.20887925966258655,3,19,0,0.99771150056314695,0,venice-52,2,collapse-diagnostic,0.00040000000000000024,1,3.6893186898320645
menu_feedback,23,0.00010000000000000006,0.96536511848798856,128,0.5,3,20,0,0.99447592170645482,0,venice-52,2,collapse-diagnostic,0.00010000000000000006,1,6.46816742442034
menu_feedback,24,2.5000000000000015e-05,0.0009253188512187737,1,0.5,3,21,1,0.0009253188512187737,0,venice-52,0,collapse-diagnostic,2.5000000000000015e-05,1,0.32367946822552029
menu_feedback,25,2.5000000000000015e-08,0.0018123399571055986,128,0.19168320752430587,3,22,0,0.065646223902811315,0,venice-52,4,collapse-diagnostic,2.5000000000000015e-08,1,7.0248370334654666
menu_feedback,26,6.2500000000000037e-07,2.1943344014149866e-05,1,0.5,3,23,1,2.1943344014149866e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000037e-07,1,0.21973924092937072
menu_feedback,27,6.2500000000000045e-06,0.90848155828267552,128,0.086935664583029995,3,24,0,0.96924187724678479,0,venice-52,3,collapse-diagnostic,6.2500000000000045e-06,1,2.2944449833927472
menu_feedback,28,6.2500000000000045e-06,0.00020979849360214196,1,0.5,3,25,1,0.00020979849360214196,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.18594780409419079
menu_feedback,29,6.2500000000000042e-05,0.99197268743428701,128,0.062253270554715731,3,26,0,0.99700988665814028,0,venice-52,2,collapse-diagnostic,6.2500000000000042e-05,1,1.8815153798742004
menu_feedback,30,6.2500000000000045e-06,0.00020499898998959236,1,0.5,3,27,1,0.00020499898998959236,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.1944300134996072
menu_feedback,31,6.2500000000000042e-05,0.9927501256146779,128,0.068027782847738666,3,28,0,0.99623880332238046,0,venice-52,2,collapse-diagnostic,6.2500000000000042e-05,1,1.9943528978966787
menu_feedback,32,6.2500000000000045e-06,0.00020408955691532705,1,0.5,3,29,1,0.00020408955691532705,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.19754047399503175
menu_feedback,33,6.2500000000000042e-05,0.99320249047592035,128,0.070191894454612047,3,30,0,0.99469827633724384,0,venice-52,2,collapse-diagnostic,6.2500000000000042e-05,1,2.3813488194208521
menu_feedback,34,6.2500000000000045e-06,0.00020461954656655763,1,0.5,3,31,1,0.00020461954656655763,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.21740164964753153
menu_feedback,35,6.2500000000000042e-05,0.9936317215743059,128,0.085042708300068159,3,32,0,0.993908336879612,0,venice-52,2,collapse-diagnostic,6.2500000000000042e-05,1,3.5775366796806103
menu_feedback,36,6.2500000000000045e-06,0.00020538496793308305,1,0.5,3,33,1,0.00020538496793308305,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.25741816258203049
menu_feedback,37,6.2500000000000042e-05,0.9933458160649079,128,0.11911435411894995,3,34,0,0.9933458160649079,0,venice-52,2,collapse-diagnostic,6.2500000000000042e-05,1,2.5421222428914381
menu_feedback,38,6.2500000000000045e-06,0.00020945325714849129,1,0.5,3,35,1,0.00020945325714849129,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.27359805809658433
menu_feedback,39,6.2500000000000042e-05,0.99319567427083177,128,0.13464595981136895,3,36,0,0.99319567427083177,0,venice-52,2,collapse-diagnostic,6.2500000000000042e-05,1,2.7680497873783998
menu_feedback,40,6.2500000000000045e-06,0.0002014434347883686,1,0.5,3,37,1,0.0002014434347883686,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.22290923967393486
menu_feedback,41,6.2500000000000042e-05,0.99261559998149684,128,0.089359705888746935,3,38,0,0.99261559998149684,0,venice-52,1,collapse-diagnostic,6.2500000000000042e-05,1,2.0849810074854318
menu_feedback,42,6.2500000000000047e-07,2.0087272305449408e-05,1,0.5,3,39,1,2.0087272305449408e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.21436882072293939
menu_feedback,43,6.2500000000000045e-06,0.71354260798057045,128,0.082742004398911481,3,40,0,0.71354260798057045,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,0.43472440574991655
menu_feedback,44,6.2500000000000047e-07,2.089983005326989e-05,1,0.5,3,41,1,2.089983005326989e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.39498311698263611
menu_feedback,45,6.2500000000000045e-06,0.92352779678230679,128,0.2809340692081983,3,42,0,0.92352779678230679,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,2.58192402428076
menu_feedback,46,6.2500000000000047e-07,2.0188083328977464e-05,1,0.5,3,43,1,2.0188083328977464e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.22194379415213311
menu_feedback,47,6.2500000000000045e-06,0.71763274136770738,128,0.088660905886897803,3,44,0,0.71763274136770738,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,0.44209474382356306
menu_feedback,48,6.2500000000000047e-07,2.5676665663752499e-05,1,0.5,3,45,1,2.5676665663752499e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.48723348007701694
menu_feedback,49,6.2500000000000045e-06,0.91994139922150564,128,0.42724502238086687,3,46,0,0.91994139922150564,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,3.5947842621265811
menu_feedback,50,6.2500000000000047e-07,2.0549667977683023e-05,1,0.5,3,47,1,2.0549667977683023e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.2577137211940051
menu_feedback,51,6.2500000000000045e-06,0.72450513102586656,128,0.1195188579216937,3,48,0,0.72450513102586656,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,0.51163912317202642
menu_feedback,52,6.2500000000000047e-07,2.2572011425390206e-05,1,0.5,3,49,1,2.2572011425390206e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.45589715643384476
menu_feedback,53,6.2500000000000045e-06,0.91391294874016649,128,0.37367262988361866,3,50,0,0.91391294874016649,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,3.0089053936796764
menu_feedback,54,6.2500000000000047e-07,2.0320412588425588e-05,1,0.5,3,51,1,2.0320412588425588e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.26401487860618778
menu_feedback,55,6.2500000000000045e-06,0.73298152339709777,128,0.12542255737371702,3,52,0,0.73298152339709777,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,0.62608834905146038
menu_feedback,56,6.2500000000000047e-07,0.49655938274749478,128,0.5,3,53,0,0.49655938274749478,0,venice-52,3,collapse-diagnostic,6.2500000000000047e-07,1,1.1900558325876334
menu_feedback,57,6.2500000000000047e-07,2.0658796374696071e-05,1,0.5,3,54,1,2.0658796374696071e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.29581855873765328
menu_feedback,58,6.2500000000000045e-06,0.74500191857491649,128,0.15744973748294114,3,55,0,0.74500191857491649,0,venice-52,2,collapse-diagnostic,6.2500000000000045e-06,1,0.91586384391555198
menu_feedback,59,6.2500000000000047e-07,0.0018741048724225007,9,0.5,3,56,1,0.0018741048724225007,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.43699700626453919
menu_feedback,60,6.2500000000000045e-06,0.96936829060156471,128,0.34190255697341021,3,57,0,0.96936829060156471,0,venice-52,3,collapse-diagnostic,6.2500000000000045e-06,1,12.829797193888631
menu_feedback,61,6.2500000000000045e-06,0.00021911877560516554,1,0.5,3,58,1,0.00021911877560516554,0,venice-52,3,collapse-diagnostic,6.2500000000000045e-06,1,0.36571630732656074
menu_feedback,62,6.2500000000000045e-06,0.97538498189558331,128,0.24078332206690967,3,59,0,0.97942643424604681,0,venice-52,3,collapse-diagnostic,6.2500000000000045e-06,1,3.1315949992633052
menu_feedback,63,6.2500000000000045e-06,0.0001939604083761465,1,0.5,3,60,1,0.0001939604083761465,0,venice-52,4,collapse-diagnostic,6.2500000000000045e-06,1,0.20082024603976162
menu_feedback,64,6.2500000000000042e-05,0.99592782176423855,128,0.072541692575884914,3,61,0,0.99592782176423855,0,venice-52,1,collapse-diagnostic,6.2500000000000042e-05,1,7.1993369995226031
menu_feedback,65,6.2500000000000047e-07,1.9776674840766518e-05,1,0.5,3,62,1,1.9776674840766518e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000047e-07,1,0.23751881115085047
menu_feedback,66,6.2500000000000045e-06,0.6817861242562796,128,0.10158026777384806,3,63,0,0.6817861242562796,0,venice-52,1,collapse-diagnostic,6.2500000000000045e-06,1,0.31194594778444451
menu_feedback,67,6.250000000000005e-08,0.1345500981331238,128,0.20050452942149696,3,64,0,0.1345500981331238,0,venice-52,4,collapse-diagnostic,6.250000000000005e-08,1,2.1110553803684349
menu_feedback,68,6.2500000000000058e-07,2.0560541004523511e-05,1,0.5,3,65,1,2.0560541004523511e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000058e-07,1,0.30573678919249941
menu_feedback,69,6.2500000000000062e-06,0.71638489951101414,128,0.16829601191891835,3,66,0,0.71638489951101414,0,venice-52,1,collapse-diagnostic,6.2500000000000062e-06,1,0.56786039294231272
menu_feedback,70,6.2500000000000077e-08,2.1150666639623931e-06,1,0.5,3,67,1,2.1150666639623931e-06,0,venice-52,4,collapse-diagnostic,6.2500000000000077e-08,1,0.44923393887028323
menu_feedback,71,6.2500000000000079e-07,0.54470209367542133,128,0.36326176076926364,3,68,0,0.54470209367542133,0,venice-52,3,collapse-diagnostic,6.2500000000000079e-07,1,3.994175468843324
menu_feedback,72,6.2500000000000079e-07,2.1046406555534702e-05,1,0.5,3,69,1,2.1046406555534702e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000079e-07,1,0.34614180273116002
menu_feedback,73,6.2500000000000088e-06,0.74302307467135498,128,0.21569367251475291,3,70,0,0.74302307467135498,0,venice-52,1,collapse-diagnostic,6.2500000000000088e-06,1,0.50999382169907126
menu_feedback,74,6.250000000000009e-08,0.08684886027566821,128,0.5,3,71,0,0.08684886027566821,0,venice-52,4,collapse-diagnostic,6.250000000000009e-08,1,1.8506855029572804
menu_feedback,75,6.250000000000009e-07,2.2890564071280298e-05,1,0.5,3,72,1,2.2890564071280298e-05,0,venice-52,4,collapse-diagnostic,6.250000000000009e-07,1,0.44669240142650679
menu_feedback,76,6.2500000000000096e-06,0.77229673149301259,128,0.35931388251832419,3,73,0,0.77229673149301259,0,venice-52,1,collapse-diagnostic,6.2500000000000096e-06,1,0.64482466515753611
menu_feedback,77,6.2500000000000103e-08,8.337204506491091e-05,6,0.5,3,74,1,8.337204506491091e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000103e-08,1,0.43307900973932922
menu_feedback,78,6.2500000000000111e-07,0.65839273343091154,128,0.33703968900657816,3,75,0,0.65839273343091154,0,venice-52,3,collapse-diagnostic,6.2500000000000111e-07,1,20.505731815811249
menu_feedback,79,6.2500000000000122e-07,2.2006982490366305e-05,1,0.5,3,76,1,2.2006982490366305e-05,0,venice-52,4,collapse-diagnostic,6.2500000000000122e-07,1,0.36697413940126755
menu_feedback,80,6.250000000000013e-06,0.010658206349056549,9,0.2424377005229911,3,77,1,0.010658206349056549,0,venice-52,0,collapse-diagnostic,6.250000000000013e-06,1,0.22937736354451246
menu_feedback,81,6.250000000000013e-09,0.0048504255319420687,128,0.094628758505352822,3,78,0,0.0048504255319420687,0,venice-52,4,collapse-diagnostic,6.250000000000013e-09,1,1.6056245475118778
menu_feedback,82,6.250000000000013e-08,5.806216668716973e-05,6,0.5,3,79,1,5.806216668716973e-05,0,venice-52,1,collapse-diagnostic,6.250000000000013e-08,1,0.49826134772799807
menu_feedback,83,6.2500000000000136e-10,0.00068502090007122778,128,0.44765740261847686,3,80,0,0.00068502090007122778,0,venice-52,4,collapse-diagnostic,6.2500000000000136e-10,1,2.752349393413986
